Player,Team,Position,MatchDate,MatchTime,Match,HomeAway,Result,HomeScore,AwayScore,Goals,Yellow cards,Red cards,Individual possession,Successful forward passes,Crosses in game,Crosses on restart of play,Shots,Shots on target,50/50 Ground challenges,50/50 air challenges,Tackles made,Tackles received,Dribble made,Dribble conceeded,Balls won,Balls lost,Passes towards final thirds,Fouls made,Fouls conceeded,Offsides,Passes,Successful passes,Forward passes,50/50 Ground challenges won,50/50 air challenges won,Tackles made won,Tackles received won,Successful dribble,Dribble conceeded won,Successful passes towards final thirds,Corners,Chances,Short passes (0-17m),Successful short passes (0-17m),Medium passes (17-34m),Successful medium passes (17-34m),Long passes (34+ m),Successful long passes (34+ m),Backward passes,Successful backward passes,Sideward passes,Successful sideward passes,Shots inside box,Shots outside box,Own goals,Goals on penalty,Penalties,Shots conceded,50/50 challenges,50/50 challenges won,Crosses,Throw-in,Successful crosses,Successful crosses in game,Successful crosses on restart of play,Assists,Goals on set play,Free kicks,Shots from head,Shots from right foot,Shots from left foot,Shots from foot,Shots not on restart of play,Shots on restart of play,Balls played in one touch,Goals on open play,Goals on open play on possession based attacks,Goals on open play on quick attacks,Goals on open play not on attack,Goals from inside box,Goals from outside box,Goals with head,Goals with foot,Goals with other part of body,Goals with right foot,Goals with left foot,Penalty kicks,Match played,Starter,Entire match played,Time played in real (min),Clearances,Fouls made in first third part,Fouls received in first third part,Fouls made in second third part,Fouls received in second third part,Assist to goal,2nd assist to goal,Blocks,Assist to shot,2nd assist to shot
Agbonlahor Gabriel,Aston Villa,Centre forward,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,1,0,29,1,0,0,1,0,6,10,1,3,1,1,5,11,2,0,2,0,21,14,3,3,1,1,2,1,0,1,0,0,16,9,4,4,1,1,7,6,11,7,1,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,1,0,0,0,1,0,0,0,0,0
Guzan Brad,Aston Villa,Goalkeeper,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,9,16,3,0,0,0,34,14,28,0,0,0,0,0,0,1,0,0,3,3,5,5,26,6,0,0,6,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,3,0,0,0,0,0,0,0,0,0
Hutton Alan,Aston Villa,Wide defender right,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,1,0,59,14,5,0,0,0,1,1,1,0,0,1,14,17,13,3,3,0,46,33,23,1,1,0,0,0,0,9,0,0,24,16,21,16,1,1,6,5,17,14,0,0,0,0,0,0,2,2,5,20,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,7,1,0,2,3,0,0,0,1,1
Cissokho Aly,Aston Villa,Wide defender left,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,0,0,52,5,4,0,1,0,2,2,1,1,0,0,10,17,3,0,0,0,38,26,13,2,0,1,1,0,0,1,0,0,21,19,13,6,4,1,8,8,16,13,1,0,0,0,0,0,4,2,4,13,0,0,0,0,0,0,0,0,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,11,0,0,0,0,0,0,0,0,0
Vlaar Ron,Aston Villa,Central defender left,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,0,0,39,11,0,0,1,0,0,5,0,0,0,0,17,11,4,0,0,0,33,26,17,0,3,0,0,0,0,0,0,0,18,16,10,9,5,1,3,3,13,12,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,8,0,0,0,0,0,0,0,0,0
Westwood Ashley,Aston Villa,Central midfielder,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,1,0,45,10,0,4,0,0,2,1,1,1,0,0,13,9,10,1,0,0,37,26,20,0,0,0,1,0,0,4,2,0,22,19,12,6,3,1,2,2,14,14,0,0,0,0,0,0,3,0,4,0,1,0,1,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,3,0,0,1,0,0,0,0,3,1
Weimann Andreas,Aston Villa,Wide midfielder left,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,1,0,0,18,2,0,0,1,1,1,3,2,0,0,0,3,6,1,1,0,1,15,10,3,1,0,0,0,0,0,1,0,1,11,8,4,2,0,0,5,3,7,5,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,11,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,85.04742,3,0,0,1,0,0,0,0,0,0
Delph Fabian,Aston Villa,Holding central midfielder left,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,0,0,51,10,2,0,1,0,5,1,4,0,0,0,12,15,5,0,4,0,42,31,16,1,1,3,0,0,0,4,0,0,24,17,14,12,4,2,5,5,21,16,0,1,0,0,0,0,6,2,2,0,0,0,0,0,0,2,0,0,1,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,97.932,6,0,1,0,3,0,1,0,1,1
Bacuna Leandro,Aston Villa,Centre forward left,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,0,0,10,2,0,0,1,0,1,1,0,1,0,0,1,3,1,1,0,0,9,6,3,0,0,0,1,0,0,1,1,0,8,5,1,1,0,0,0,0,6,4,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.88458,0,0,0,1,0,0,0,0,0,0
Grealish Jack,Aston Villa,Wide midfielder left,2014/08/16,15:00:07.000000,Stoke City v Aston Villa,A,W,0,1,0,0,0,11,2,0,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0,6,4,3,0,0,0,0,0,0,0,2,0,4,3,2,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.60717,0,0,0,0,0,0,0,0,0,1
Demel Guy,West Ham United,Wide defender right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,16,3,1,0,0,0,1,2,0,0,0,0,2,4,0,1,0,0,14,9,6,0,0,0,0,0,0,0,0,0,9,7,4,2,0,0,2,2,5,4,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.1035,1,0,0,1,0,0,0,0,0,0
Cole Carlton,West Ham United,Centre forward,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,26,0,1,0,2,0,6,4,0,4,1,0,3,12,0,2,0,1,15,9,3,1,2,0,2,0,0,0,0,0,14,9,1,0,0,0,5,5,7,4,1,1,0,0,0,0,10,3,1,0,0,0,0,0,0,0,0,1,1,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,81.6165,3,0,0,1,0,0,0,0,0,1
Nolan Kevin,West Ham United,Central midfielder,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,38,2,0,0,1,0,2,0,2,1,0,0,10,5,2,0,0,0,35,30,5,0,0,1,1,0,0,1,0,0,20,16,11,11,4,3,7,7,23,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,2,0,0,0,0,0,0,0,1,1
Vaz Té Ricardo,West Ham United,Wide midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,41,2,1,0,5,1,2,2,2,3,0,1,8,10,0,0,1,0,29,26,3,2,1,0,2,0,0,0,0,0,19,17,10,9,0,0,18,17,8,7,4,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,2,2,1,3,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,68.99767,3,0,0,0,1,0,0,0,0,1
O'Brien Joey,West Ham United,Wide defender right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,37,8,3,0,0,0,3,2,1,0,0,0,8,2,4,0,1,0,32,30,10,1,2,1,0,0,0,4,0,0,25,23,4,4,3,3,4,4,18,18,0,0,0,0,0,0,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,62.22683,7,0,0,0,1,0,0,0,2,1
Downing Stewart,West Ham United,Wide midfielder right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,55,5,8,2,5,2,1,1,2,2,3,1,4,15,9,1,2,0,36,29,8,1,1,1,1,2,0,7,2,0,18,15,6,5,12,9,6,4,22,20,2,3,0,0,0,0,2,2,10,0,4,3,1,0,0,1,1,0,4,4,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,2,0,1,0,0,0,0,0,3,2
Noble Mark,West Ham United,Holding central midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,91,21,0,6,2,1,6,0,5,2,2,1,13,9,9,1,1,0,79,70,28,2,0,2,1,2,0,5,6,0,51,47,23,20,5,3,11,11,40,38,2,0,0,0,0,0,6,2,6,0,4,0,4,0,0,1,0,2,0,2,1,1,28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,96.33033,4,0,0,1,1,0,0,0,4,3
Collins James,West Ham United,Central defender right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,1,1,38,8,0,0,1,0,1,3,0,0,0,2,10,7,2,3,1,0,28,26,9,0,3,0,0,0,0,1,0,0,15,15,12,11,1,0,0,0,19,18,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,63.216,14,2,1,1,0,0,0,0,1,0
Diamé Mohamed,West Ham United,Wide midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,9,2,1,0,1,0,3,3,3,0,0,0,2,4,0,0,0,0,7,4,5,1,2,3,0,0,0,0,0,0,2,1,3,3,2,0,0,0,2,2,0,1,0,0,0,0,6,3,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.33267,2,0,0,0,0,0,0,0,1,0
Reid Winston,West Ham United,Central defender left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,47,10,0,0,0,0,1,4,0,1,0,1,15,8,2,0,1,0,39,36,13,1,2,0,0,0,0,1,0,0,17,17,20,18,2,1,5,5,21,21,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,11,0,0,0,1,0,0,0,1,1
Kouyaté Cheikhou,West Ham United,Holding central midfielder right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,1,0,47,4,2,0,2,0,10,4,1,3,1,1,11,14,2,5,0,0,34,31,6,8,2,1,3,1,0,2,0,0,22,19,11,11,1,1,9,9,19,18,1,1,0,0,0,0,14,10,2,1,0,0,0,0,0,0,1,1,0,1,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,7,0,0,4,0,0,0,0,1,0
Adrián,West Ham United,Goalkeeper,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,28,10,0,0,0,0,0,1,0,0,0,1,7,9,2,0,1,0,26,17,19,0,1,0,0,0,0,0,0,0,7,7,5,5,14,5,0,0,7,7,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,5,0,1,0,0,0,0,0,1,0
Cresswell Aaron,West Ham United,Wide defender left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,65,20,3,1,0,0,2,0,1,4,2,2,8,16,7,0,0,0,50,45,23,1,0,0,4,0,0,4,0,0,33,32,9,8,8,5,16,16,11,9,0,0,0,0,0,0,2,1,4,10,1,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,8,0,0,0,0,0,0,0,2,1
Valencia Enner,West Ham United,Centre forward right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,H,L,0,1,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,1,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.71383,0,0,0,0,0,0,0,0,0,1
Adebayor Emmanuel,Tottenham Hotspur,Centre forward,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,27,2,0,0,0,0,3,5,1,2,0,0,1,5,2,2,1,0,23,19,2,3,1,1,1,0,0,2,0,0,21,17,2,2,0,0,12,9,9,8,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,83.41534,1,0,0,0,0,0,0,0,1,0
Kaboul Younes,Tottenham Hotspur,Central defender right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,44,16,1,0,0,0,4,2,3,1,1,1,12,8,3,0,0,0,37,33,20,2,2,1,0,1,0,1,0,0,24,23,11,10,2,0,2,2,15,15,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,14,0,0,0,0,0,0,0,0,0
Lloris Hugo,Tottenham Hotspur,Goalkeeper,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,48,15,0,0,0,0,1,0,0,0,0,0,6,15,3,0,0,0,47,30,30,1,0,0,0,0,0,1,0,0,7,7,17,17,22,6,0,0,16,15,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,5,0,0,0,0,0,0,0,0,0
Lennon Aaron,Tottenham Hotspur,Wide midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,23,1,1,0,1,0,4,0,3,0,1,0,1,3,0,1,1,0,16,16,1,2,0,0,0,0,0,0,0,0,12,12,4,4,0,0,8,8,7,7,0,1,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,61.97667,2,0,0,0,0,0,0,0,0,0
Capoue Etienne,Tottenham Hotspur,Holding central midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,80,13,0,0,0,0,3,2,1,2,0,1,16,14,5,0,1,0,70,66,17,2,2,0,1,0,0,1,0,0,44,44,23,22,3,0,6,6,47,47,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,16,0,1,0,0,0,0,0,0,0
Rose Daniel,Tottenham Hotspur,Wide defender left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,35,5,2,0,0,0,0,2,2,2,0,1,6,6,1,2,4,0,29,26,7,0,0,1,1,0,0,0,0,0,20,19,8,6,1,1,9,9,13,12,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,5,1,2,0,2,0,0,0,0,0
Townsend Andros,Tottenham Hotspur,Wide midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,21,3,2,0,2,1,3,0,0,2,1,0,2,6,2,0,0,0,14,13,4,1,0,0,0,0,0,2,0,0,13,12,1,1,0,0,2,2,8,8,0,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.35367,0,0,0,0,0,0,0,0,3,0
Naughton Kyle,Tottenham Hotspur,Wide defender right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,1,20,5,0,0,0,0,1,1,2,1,1,0,4,4,2,1,1,0,19,15,9,0,0,0,1,0,0,1,0,0,14,13,4,2,1,0,2,2,8,8,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28.24,2,1,0,0,1,0,0,0,0,0
Holtby Lewis,Tottenham Hotspur,Wide midfielder left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,23,3,0,0,1,0,4,1,2,0,0,0,3,4,1,1,0,0,21,18,5,2,1,0,0,0,0,0,3,0,18,16,2,2,1,0,9,9,7,6,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.75933,4,0,0,1,0,0,0,0,0,2
Kane Harry,Tottenham Hotspur,Centre forward left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,9,1,0,0,1,0,0,2,0,0,0,1,2,4,3,0,1,0,7,3,3,0,2,0,0,0,0,1,0,0,4,2,3,1,0,0,0,0,4,2,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.915,0,0,0,0,1,1,0,0,1,1
Eriksen Christian,Tottenham Hotspur,Holding central midfielder right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,69,11,1,0,2,1,6,0,1,1,3,1,8,22,11,1,0,0,61,43,24,0,0,0,0,1,0,4,0,0,45,32,14,9,2,2,5,4,32,28,0,2,0,0,0,0,6,0,1,1,0,0,0,0,0,4,0,2,0,2,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,4,0,0,1,0,0,0,0,2,0
Lamela Erik,Tottenham Hotspur,Wide midfielder right,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,32,3,1,2,0,0,3,3,3,3,1,1,3,8,2,1,2,0,24,18,5,2,0,2,2,0,0,1,2,0,23,17,1,1,0,0,8,6,11,9,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,61.571,3,0,0,1,2,0,0,0,0,1
Dier Eric,Tottenham Hotspur,Central defender left,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,1,0,0,57,11,2,0,1,1,1,6,1,2,1,0,8,8,2,1,1,0,48,44,14,1,2,1,1,1,0,1,0,1,38,35,10,9,0,0,2,2,32,31,1,0,0,0,0,0,7,3,2,6,0,0,0,0,0,1,0,0,1,1,1,0,24,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,96.33033,7,0,0,1,1,0,0,0,0,0
Bentaleb Nabil,Tottenham Hotspur,Central midfielder,2014/08/16,15:00:16.000000,West Ham United v Tottenham Hotspur,A,W,0,1,0,0,0,78,22,1,0,1,1,7,3,1,1,1,3,12,9,8,0,1,0,75,68,29,5,1,0,1,1,0,7,0,0,52,49,18,16,5,3,10,10,36,36,0,1,0,0,0,0,10,6,1,0,0,0,0,0,0,1,0,0,1,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.33033,5,0,0,0,1,0,1,0,0,3
Konchesky Paul,Leicester City,Wide defender left,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,48,13,2,0,0,0,0,1,2,2,1,0,10,9,5,1,0,0,39,34,17,0,0,1,0,1,0,3,0,0,29,27,6,5,4,2,6,6,16,15,0,0,0,0,0,0,1,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,4,1,0,0,0,0,0,0,1,0
Schmeichel Kasper,Leicester City,Goalkeeper,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,31,8,0,0,0,0,1,0,0,0,0,0,8,17,9,0,0,0,24,13,19,0,0,0,0,0,0,2,0,0,1,1,3,3,20,9,0,0,5,5,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,11,0,0,0,0,0,0,0,0,1
Nugent David,Leicester City,Centre forward left,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,29,7,2,0,0,0,3,5,1,0,0,0,1,8,4,1,1,0,24,18,10,2,2,1,0,0,0,2,0,0,21,16,3,2,0,0,2,1,12,10,0,0,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,1,1,0,0,1,0,0,0,0,0
King Andy,Leicester City,Holding central midfielder,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,48,7,0,0,0,0,3,3,0,4,0,0,10,4,2,1,0,0,44,43,8,0,2,0,0,0,0,2,0,0,25,24,18,18,1,1,8,8,28,28,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,3,0,0,0,0,1,0,0,1,1
Drinkwater Daniel,Leicester City,Central midfielder,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,24,4,0,0,0,0,1,0,2,0,0,1,5,4,1,2,0,0,24,20,6,1,0,2,0,0,0,0,0,0,19,16,5,4,0,0,4,4,14,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38.56667,1,0,0,2,0,0,0,0,0,0
Morgan Wesley,Leicester City,Central defender right,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,37,9,0,0,1,0,2,4,0,1,0,0,20,11,2,0,1,0,29,22,14,2,3,0,0,0,0,2,0,0,17,11,11,11,1,0,4,4,11,9,0,1,0,0,0,0,6,5,0,1,0,0,0,0,0,1,0,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,11,0,1,0,0,0,0,0,1,1
de Laet Ritchie,Leicester City,Wide defender right,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,50,13,0,0,0,0,3,4,0,1,0,0,15,13,6,2,1,0,42,31,22,3,3,0,0,0,0,3,0,0,27,23,12,8,3,0,6,6,14,12,0,0,0,0,0,0,7,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,17,0,0,2,1,0,0,0,1,0
Wood Chris,Leicester City,Centre forward right,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,1,0,0,6,0,0,0,1,1,0,0,0,0,0,1,0,5,1,2,0,0,4,1,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,16.66893,0,0,0,0,0,0,0,0,0,0
Ulloa,Leicester City,Centre forward right,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,1,0,0,24,1,1,0,3,2,0,6,2,0,0,0,4,7,1,3,3,0,16,12,5,0,2,2,0,0,0,0,0,1,16,12,0,0,0,0,8,8,3,3,2,1,0,0,0,0,6,2,1,0,1,1,0,0,1,0,1,2,0,2,3,0,15,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,80.3284,4,0,1,2,1,0,0,0,0,0
Schlupp Jeffrey,Leicester City,Wide midfielder left,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,13,1,1,0,1,0,1,0,0,1,0,0,2,5,2,0,1,0,8,5,3,0,0,0,0,0,0,1,0,0,6,4,1,1,1,0,1,1,4,3,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.54002,1,0,1,0,0,0,0,0,1,0
Moore Liam,Leicester City,Central defender left,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,1,0,25,7,0,0,0,0,1,4,0,0,0,2,10,6,2,1,0,0,19,15,9,0,4,0,0,0,0,0,0,0,12,10,4,4,3,1,3,3,7,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,16,0,0,1,0,0,0,0,1,0
Hammond Dean,Leicester City,Wide midfielder left,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,26,3,0,0,0,0,3,0,0,2,0,1,4,3,4,2,0,0,25,22,6,1,0,0,0,0,0,3,0,0,15,15,10,7,0,0,5,5,14,14,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.43067,5,0,0,2,0,0,0,0,0,2
Knockaert Anthony,Leicester City,Wide midfielder left,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,31,5,1,3,2,0,0,0,2,2,0,0,1,12,2,1,1,0,21,15,7,0,0,1,1,0,0,1,2,0,14,13,6,2,1,0,6,5,8,5,1,1,0,0,0,0,0,0,4,0,2,0,2,0,0,2,1,0,1,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,66.45731,0,0,0,1,0,1,0,0,1,1
Mahrez Riyad,Leicester City,Wide midfielder right,2014/08/16,15:00:17.000000,Leicester City v Everton,H,D,2,2,0,0,0,44,7,3,1,2,0,4,0,0,4,2,3,8,11,5,0,2,0,31,27,9,3,0,0,1,2,0,3,1,0,24,22,6,4,1,1,5,5,17,15,0,2,0,0,0,0,4,3,4,0,1,1,0,0,0,3,0,0,2,2,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,4,0,0,0,1,0,1,0,2,1
Distin Sylvain,Everton,Central defender left,2014/08/16,15:00:17.000000,Leicester City v Everton,A,D,2,2,0,0,0,80,18,0,0,1,1,2,4,0,0,0,0,12,9,9,0,1,0,71,63,24,0,3,0,0,0,0,5,0,0,35,31,32,31,4,1,3,2,44,43,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.99733,14,0,1,0,0,0,0,0,0,1
