Player,Team,Position,MatchDate,MatchTime,Match,HomeAway,Result,HomeScore,AwayScore,Goals,Yellow cards,Red cards,Individual possession,Successful forward passes,Crosses in game,Crosses on restart of play,Shots,Shots on target,50/50 Ground challenges,50/50 air challenges,Tackles made,Tackles received,Dribble made,Dribble conceeded,Balls won,Balls lost,Passes towards final thirds,Fouls made,Fouls conceeded,Offsides,Passes,Successful passes,Forward passes,50/50 Ground challenges won,50/50 air challenges won,Tackles made won,Tackles received won,Successful dribble,Dribble conceeded won,Successful passes towards final thirds,Corners,Chances,Short passes (0-17m),Successful short passes (0-17m),Medium passes (17-34m),Successful medium passes (17-34m),Long passes (34+ m),Successful long passes (34+ m),Backward passes,Successful backward passes,Sideward passes,Successful sideward passes,Shots inside box,Shots outside box,Own goals,Goals on penalty,Penalties,Shots conceded,50/50 challenges,50/50 challenges won,Crosses,Throw-in,Successful crosses,Successful crosses in game,Successful crosses on restart of play,Assists,Goals on set play,Free kicks,Shots from head,Shots from right foot,Shots from left foot,Shots from foot,Shots not on restart of play,Shots on restart of play,Balls played in one touch,Goals on open play,Goals on open play on possession based attacks,Goals on open play on quick attacks,Goals on open play not on attack,Goals from inside box,Goals from outside box,Goals with head,Goals with foot,Goals with other part of body,Goals with right foot,Goals with left foot,Penalty kicks,Match played,Starter,Entire match played,Time played in real (min),Clearances,Fouls made in first third part,Fouls received in first third part,Fouls made in second third part,Fouls received in second third part,Assist to goal,2nd assist to goal,Blocks,Assist to shot,2nd assist to shot
Valencia Luis Antonio,Manchester United,Wide defender right,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,46,9,5,0,0,0,2,0,3,2,1,0,5,4,3,0,0,0,38,36,10,1,0,2,0,1,0,2,0,0,26,25,9,9,3,2,12,12,16,15,0,0,0,0,0,0,2,1,5,2,3,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49.73867,4,0,0,0,0,0,0,0,0,1
Young Ashley,Manchester United,Wide defender left,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,1,0,23,3,7,0,2,0,0,0,1,3,1,0,1,6,1,1,0,0,12,11,4,0,0,1,1,1,0,0,0,0,7,7,2,2,3,2,4,4,4,4,1,1,0,0,0,0,0,0,7,3,3,3,0,0,0,0,0,2,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.77533,4,0,0,1,0,0,0,0,1,2
Fellaini Marouane,Manchester United,Central midfielder right,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,1,0,61,2,1,0,1,0,10,6,6,2,0,1,5,8,6,6,2,1,52,47,4,3,5,5,1,0,0,4,0,0,40,36,12,11,0,0,13,13,35,32,1,0,0,0,0,0,16,8,1,1,0,0,0,0,0,0,0,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.78267,1,0,0,3,1,0,0,0,3,0
de Gea David,Manchester United,Goalkeeper,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,23,19,13,0,0,0,0,0,0,0,0,0,2,2,8,8,13,9,0,0,10,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.78267,4,0,0,0,0,0,0,0,0,0
Mata,Manchester United,Wide midfielder left,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,20,17,8,0,0,0,0,0,0,4,0,0,11,11,9,6,0,0,4,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.51033,0,0,0,0,0,0,0,0,1,0
di María Ángel,Manchester United,Wide midfielder left,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,79,13,9,5,0,0,1,0,2,0,1,1,11,21,8,0,0,0,64,49,19,0,0,1,0,1,0,2,4,0,46,37,10,6,8,6,11,11,34,25,0,0,0,0,0,0,1,0,14,1,4,3,1,1,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,79.27233,0,0,0,0,0,1,0,0,8,2
Blind Daley,Manchester United,Central midfielder left,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,70,13,0,0,2,0,8,2,3,0,0,1,16,9,15,3,1,0,65,59,17,6,0,1,0,0,0,13,0,0,39,36,17,15,9,8,4,4,44,42,1,1,0,0,0,0,10,6,0,0,0,0,0,0,0,1,0,1,1,2,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.78267,7,0,0,3,1,0,0,0,1,0
Jones Phil,Manchester United,Central defender right,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,1,0,50,14,0,0,0,0,1,3,0,0,0,1,17,11,4,1,1,0,45,39,18,1,1,0,0,0,0,3,0,0,25,22,18,16,2,1,3,2,24,23,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.78267,7,0,0,1,1,0,0,0,0,0
Ander Herrera,Manchester United,Wide midfielder right,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,1,0,0,81,4,0,0,2,1,6,0,2,2,1,0,11,8,6,1,1,0,78,70,9,5,0,1,0,1,0,6,0,1,47,41,27,25,4,4,11,9,58,57,1,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,1,2,2,0,26,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,95.78267,3,0,0,0,1,0,0,0,0,4
Rojo Marcos,Manchester United,Central defender left,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,1,0,80,27,0,0,1,0,3,15,3,1,1,0,22,12,6,2,0,0,74,65,32,3,7,0,0,1,0,6,0,0,42,37,26,24,5,4,4,4,37,34,1,0,0,0,0,0,18,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.78267,13,0,0,1,0,0,0,0,1,0
Shaw Luke,Manchester United,Wide defender left,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,47,5,2,0,0,0,2,3,0,0,2,1,6,4,1,1,0,0,45,41,7,0,1,0,0,2,0,1,0,0,29,26,16,15,0,0,18,18,20,18,0,0,0,0,0,0,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,59.00733,0,0,0,1,0,0,0,0,0,1
Mcnair Paddy,Manchester United,Wide defender right,2015/02/21,15:00:44.000000,Swansea City v Manchester United,A,L,2,1,0,0,0,38,8,1,0,0,0,2,2,0,0,2,1,5,8,4,0,1,0,32,27,11,0,1,0,0,2,0,2,0,0,23,20,9,7,0,0,7,7,14,12,0,0,0,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,46.044,7,0,0,0,0,0,0,0,0,0
Lampard Frank,Manchester City,Central midfielder left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,14,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,12,12,1,0,0,1,0,0,0,0,0,0,8,8,4,4,0,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.521,1,0,0,0,0,0,0,0,0,0
Kompany Vincent,Manchester City,Central defender right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,1,0,65,17,0,0,0,0,0,1,0,1,0,0,8,6,3,1,0,0,61,59,19,0,1,0,0,0,0,2,0,0,38,38,19,18,4,3,1,1,41,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,6,0,0,1,0,0,0,0,0,1
Nasri Samir,Manchester City,Wide midfielder right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,1,0,0,65,13,0,0,1,1,0,0,5,2,3,0,2,9,5,1,0,0,61,56,15,0,0,4,0,2,0,4,0,1,49,46,11,10,1,0,10,10,36,33,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,18,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,71.54533,1,0,0,0,0,1,0,0,1,1
Jesús Navas,Manchester City,Wide midfielder right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,16,2,3,1,0,0,0,0,1,3,0,0,3,3,2,0,0,0,10,9,2,0,0,1,2,0,0,2,1,0,7,6,3,3,0,0,2,2,6,5,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.04867,0,0,0,0,0,0,0,0,1,0
Zabaleta Pablo,Manchester City,Wide defender right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,65,14,1,0,0,0,6,1,2,3,0,4,8,5,7,2,1,0,60,56,17,3,1,1,0,0,0,6,0,0,52,49,8,7,0,0,18,18,25,24,0,0,0,0,0,0,7,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,7,1,0,0,0,0,0,0,0,0
Silva,Manchester City,Wide midfielder left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,2,0,0,57,11,0,2,2,2,3,1,3,1,2,1,3,7,4,0,1,0,51,44,14,0,1,1,1,2,0,4,2,2,43,38,8,6,0,0,7,6,30,27,1,1,0,0,0,0,4,1,2,0,2,0,2,1,0,0,0,0,2,2,2,0,18,2,2,0,0,1,1,0,2,0,0,2,0,1,1,0,61.01767,1,0,0,0,1,1,1,0,3,2
Hart Joe,Manchester City,Goalkeeper,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,18,15,12,0,0,0,0,0,0,0,0,0,4,4,8,8,6,3,0,0,6,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,4,0,0,0,0,0,0,0,0,0
Touré Yaya,Manchester City,Central midfielder left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,1,0,125,23,0,1,0,0,2,0,1,0,0,3,10,17,20,1,2,0,120,106,33,1,0,1,0,0,0,13,0,0,75,72,40,32,5,2,12,12,75,71,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,1,0,0,1,2,0,1,0,1,2
Kun Agüero,Manchester City,Centre forward left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,1,0,0,34,5,0,0,2,1,4,0,2,1,3,1,3,6,0,0,1,1,28,26,7,2,0,0,1,2,0,0,0,1,26,24,2,2,0,0,11,11,10,10,2,0,0,1,0,0,4,2,0,0,0,0,0,1,1,0,0,2,0,2,1,1,19,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,61.41183,1,0,0,0,0,1,1,0,1,1
Dzeko Edin,Manchester City,Centre forward right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,1,1,0,38,3,0,0,5,2,1,3,1,1,1,4,4,12,4,1,2,0,29,21,5,0,2,0,0,0,0,3,0,1,26,18,3,3,0,0,7,7,17,11,4,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,2,2,1,3,5,0,13,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,94.06633,3,0,0,0,1,1,0,0,3,0
Kolarov Aleksandar,Manchester City,Wide defender left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,56,9,1,4,3,1,1,2,4,2,4,1,12,15,1,0,0,0,44,35,14,1,2,1,1,1,0,0,4,0,30,22,11,11,3,2,10,9,20,17,0,3,0,0,0,0,3,3,5,6,1,0,1,0,0,3,0,0,3,3,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,7,0,0,0,0,0,0,0,0,0
Mangala,Manchester City,Central defender left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,45,9,0,0,1,0,2,1,1,2,1,0,7,7,0,1,0,0,39,38,10,0,1,1,1,0,0,0,0,0,25,25,13,12,1,1,1,1,28,28,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,11,1,0,0,0,0,1,0,0,1
Bony Wilfried,Manchester City,Centre forward right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,14,1,0,0,1,1,1,0,1,0,0,0,1,4,1,0,0,0,10,9,1,0,0,1,0,0,0,1,0,0,7,6,2,2,1,1,5,5,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.6545,1,0,0,0,0,0,0,0,0,0
Fernandinho,Manchester City,Central midfielder right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,H,W,5,0,0,0,0,90,21,0,0,1,1,0,2,4,3,0,4,14,9,5,2,0,0,82,77,23,0,1,1,1,0,0,4,0,0,61,59,20,17,1,1,3,3,56,53,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,5,2,0,0,0,0,0,0,1,0
Coloccini Fabricio,Newcastle United,Central defender left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,41,16,0,0,0,0,2,1,1,2,1,1,9,7,2,2,0,0,36,31,21,2,1,1,1,1,0,0,0,0,23,22,11,9,2,0,0,0,15,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,7,2,0,0,0,0,0,0,0,0
Gouffran Yoan,Newcastle United,Wide midfielder right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,63,6,0,0,0,0,0,1,1,4,1,4,4,8,6,0,1,0,58,52,9,0,0,0,2,1,0,4,0,0,38,36,17,14,2,2,11,11,37,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,87.56433,1,0,0,0,0,0,0,0,4,1
Krul Tim,Newcastle United,Goalkeeper,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,7,8,1,0,0,0,27,19,20,0,0,0,0,0,0,0,0,0,2,2,9,9,16,8,0,0,7,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,9,0,0,0,0,0,0,0,0,0
Obertan Gabriel,Newcastle United,Wide midfielder right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.502,0,0,0,0,0,0,0,0,0,0
Williamson Mike,Newcastle United,Central defender right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,36,10,0,0,0,0,1,1,0,1,0,2,5,4,4,0,0,0,36,32,14,1,0,0,0,0,0,0,0,0,15,15,17,16,4,1,2,2,20,20,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,1,0,0,0,0,0,0,0,0,0
Cissé Papiss,Newcastle United,Centre forward,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,43,0,0,0,1,1,1,2,2,2,1,1,2,4,3,0,1,1,38,34,2,1,0,1,1,1,0,2,0,0,26,23,10,9,2,2,15,14,21,20,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,0,0,0,0,1,0,0,0,0,0
Sissoko Moussa,Newcastle United,Central midfielder left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,53,7,4,0,3,0,0,3,3,3,5,1,8,11,0,2,1,1,43,35,12,0,1,3,3,3,0,0,0,0,35,28,8,7,0,0,12,12,19,16,1,2,0,0,0,0,3,1,4,1,0,0,0,0,0,0,0,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,1,1,0,1,0,0,0,0,1,0
Colback Jack,Newcastle United,Central midfielder right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,1,0,58,9,0,1,0,0,1,1,2,2,1,0,9,5,4,2,2,0,52,47,13,0,0,1,2,1,0,3,1,0,32,30,15,14,4,3,7,7,32,31,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,3,0,1,2,1,0,0,0,1,2
Anita Vurnon,Newcastle United,Central midfielder,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,1,0,28,7,0,0,0,0,1,0,0,0,0,0,5,4,1,1,0,0,27,22,9,1,0,0,0,0,0,1,0,0,20,17,6,4,1,1,3,3,15,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,47.05733,2,1,0,0,0,0,0,0,0,0
Janmaat Daryl,Newcastle United,Wide defender right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,45,7,3,0,2,0,1,0,2,2,2,0,5,11,4,0,0,0,37,33,10,1,0,0,1,1,0,3,0,0,27,25,8,8,2,0,4,4,23,22,1,1,0,0,0,0,1,1,3,8,0,0,0,0,0,0,0,1,1,2,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71.9975,6,0,0,0,0,0,0,0,1,0
Abeid Mehdi,Newcastle United,Central midfielder,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,42,9,0,0,0,0,2,0,0,1,3,0,5,6,1,0,0,0,38,35,10,2,0,0,0,2,0,0,0,0,27,26,10,8,1,1,7,7,21,19,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47.009,3,0,0,0,0,0,0,0,0,1
Taylor Ryan,Newcastle United,Wide defender right,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,19,5,1,1,0,0,2,0,0,0,0,0,2,5,1,0,0,0,16,14,5,1,0,0,0,0,0,1,0,0,6,6,7,7,3,1,3,2,8,7,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.06883,2,0,0,0,0,0,0,0,0,0
Haidara Massadio,Newcastle United,Wide defender left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,52,10,4,0,1,0,3,1,3,2,2,2,10,12,2,1,0,0,42,36,15,2,0,2,0,2,0,2,0,0,29,27,11,9,1,0,10,10,16,16,0,1,0,0,0,0,4,2,4,7,1,1,0,0,0,0,0,0,1,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,8,0,0,1,0,0,0,0,0,0
Ayoze Pérez,Newcastle United,Wide midfielder left,2015/02/21,17:30:00.000000,Manchester City v Newcastle United,A,L,5,0,0,0,0,49,4,0,2,1,0,6,1,6,7,2,3,10,19,3,0,3,0,28,24,6,2,0,5,3,2,0,2,2,0,26,23,1,1,1,0,7,7,15,13,0,1,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.06633,5,0,1,0,0,0,0,0,0,0
Lloris Hugo,Tottenham Hotspur,Goalkeeper,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,36,15,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,32,24,23,0,0,0,0,0,0,0,0,0,10,10,9,9,13,5,0,0,9,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,9,0,0,0,0,0,0,0,0,0
Soldado Roberto,Tottenham Hotspur,Centre forward,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,8,0,1,0,1,1,3,1,0,1,0,0,1,1,0,1,0,1,5,5,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1,4,4,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.4865,1,0,0,1,0,0,0,0,0,2
Dembele Moussa,Tottenham Hotspur,Central midfielder,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,29,1,0,0,0,0,4,5,2,4,4,0,3,10,1,0,1,0,22,17,2,3,1,1,3,2,0,1,0,0,20,15,2,2,0,0,10,8,10,8,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,47.00562,4,0,0,0,0,0,0,0,1,1
Rose Daniel,Tottenham Hotspur,Wide defender left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,1,0,0,56,11,0,0,3,1,5,6,4,2,1,0,13,10,8,0,1,0,49,43,15,2,3,1,1,0,0,7,0,1,29,25,19,17,1,1,12,12,22,20,1,2,0,0,0,0,11,5,0,16,0,0,0,0,1,0,1,0,2,2,3,0,32,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,98.67095,6,0,0,0,1,0,0,0,2,0
Vertonghen Jan,Tottenham Hotspur,Central defender left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,47,8,0,0,2,0,4,6,1,0,0,0,14,11,2,0,0,0,38,35,10,3,3,0,0,0,0,1,0,0,24,22,13,13,1,0,7,7,21,20,2,0,0,0,0,0,10,6,0,0,0,0,0,0,0,2,1,0,1,1,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,14,0,0,0,0,0,0,0,1,1
Townsend Andros,Tottenham Hotspur,Wide midfielder right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,40,1,2,4,0,0,5,1,6,3,1,1,8,7,1,0,3,0,26,21,4,3,0,2,3,0,1,1,3,0,22,18,2,2,2,1,10,10,12,10,0,0,0,0,0,0,6,3,6,1,2,0,2,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,61.18445,6,0,0,0,2,0,0,0,4,1
Mason Ryan,Tottenham Hotspur,Central midfielder right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,61,10,0,0,4,1,6,2,4,2,0,2,4,10,8,1,1,0,53,48,13,2,0,0,0,0,0,8,0,0,35,31,18,17,0,0,4,4,36,34,1,3,0,0,0,0,8,2,0,1,0,0,0,0,0,1,0,3,1,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,81.14495,9,0,0,1,0,0,0,0,1,1
Walker Kyle,Tottenham Hotspur,Wide defender right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,79,19,3,0,1,0,8,2,3,2,2,0,15,16,7,1,0,0,68,61,24,3,1,1,2,2,0,5,0,0,44,42,20,18,4,1,16,16,28,26,0,1,0,0,0,0,10,4,3,12,0,0,0,0,0,2,0,1,0,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,10,1,0,0,0,0,0,0,2,1
Kane Harry,Tottenham Hotspur,Centre forward,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,1,0,0,44,5,1,0,6,2,7,6,3,6,3,0,1,17,3,0,1,2,31,22,7,4,2,2,6,2,0,2,0,1,24,17,7,5,0,0,8,4,16,13,5,1,0,0,1,0,13,6,1,0,0,0,0,0,1,0,0,5,1,6,5,1,14,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,98.67095,3,0,0,0,0,0,0,0,2,1
Eriksen Christian,Tottenham Hotspur,Wide midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,49,5,1,1,3,1,0,3,1,1,0,1,4,13,10,0,0,0,41,32,12,0,1,1,0,0,0,5,1,0,24,21,15,10,2,1,4,4,25,23,1,2,0,0,0,0,3,1,2,1,1,0,1,0,0,2,0,3,0,3,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.66533,5,0,0,0,0,0,1,0,4,4
Chadli Nacer,Tottenham Hotspur,Wide midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,2,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.526,0,0,0,0,0,0,0,0,1,0
Lamela Erik,Tottenham Hotspur,Wide midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,64,7,2,2,3,0,5,5,6,8,2,0,5,15,4,1,2,0,51,40,9,1,1,6,3,2,0,2,3,0,42,33,8,6,1,1,11,9,31,24,0,3,0,0,0,0,10,2,4,0,0,0,0,0,0,1,0,1,2,3,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,4,0,0,0,1,1,0,0,4,4
Dier Eric,Tottenham Hotspur,Central defender right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,55,12,1,0,0,0,4,11,2,1,0,2,15,15,1,1,0,0,44,35,19,2,6,0,1,0,0,0,0,0,22,21,19,12,3,2,4,4,21,19,0,0,0,0,0,0,15,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,16,1,0,0,0,0,0,0,0,0
